id,parent_id:id,code,sign,name,info
lu_tax_code_template_m437,lu_tax_code_template_m463,m437,1,au taux de 15% (base),
lu_tax_code_template_b_AP-EC-15,lu_tax_code_template_m437,b_AP-EC-15,1,Base - Achat Prestations 15% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-15,lu_tax_code_template_m437,b_FP-EC-15,1,Base - Prestations 15% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-15,lu_tax_code_template_m437,b_IP-EC-15,1,Base - Investissement Prestations 15% - Extracommunautaire,
lu_tax_code_template_m753,lu_tax_code_template_m463,m753,1,au taux de 14% (base),
lu_tax_code_template_b_AP-EC-14,lu_tax_code_template_m753,b_AP-EC-14,1,Base - Achat Prestations 14% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-14,lu_tax_code_template_m753,b_FP-EC-14,1,Base - Prestations 14% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-14,lu_tax_code_template_m753,b_IP-EC-14,1,Base - Investissement Prestations 14% - Extracommunautaire,
lu_tax_code_template_m443,lu_tax_code_template_m463,m443,1,au taux de 12% (base),
lu_tax_code_template_b_AP-EC-12,lu_tax_code_template_m443,b_AP-EC-12,1,Base - Achat Prestations 12% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-12,lu_tax_code_template_m443,b_FP-EC-12,1,Base - Prestations 12% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-12,lu_tax_code_template_m443,b_IP-EC-12,1,Base - Investissement Prestations 12% - Extracommunautaire,
lu_tax_code_template_m755,lu_tax_code_template_m463,m755,1,au taux de 8% (base),
lu_tax_code_template_b_AP-EC-8,lu_tax_code_template_m755,b_AP-EC-8,1,Base - Achat Prestations 8% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-8,lu_tax_code_template_m755,b_FP-EC-8,1,Base - Prestations 8% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-8,lu_tax_code_template_m755,b_IP-EC-8,1,Base - Investissement Prestations 8% - Extracommunautaire,
lu_tax_code_template_m439,lu_tax_code_template_m463,m439,1,au taux de 6% (base),
lu_tax_code_template_b_AP-EC-6,lu_tax_code_template_m439,b_AP-EC-6,1,Base - Achat Prestations 6% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-6,lu_tax_code_template_m439,b_FP-EC-6,1,Base - Prestations 6% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-6,lu_tax_code_template_m439,b_IP-EC-6,1,Base - Investissement Prestations 6% - Extracommunautaire,
lu_tax_code_template_m441,lu_tax_code_template_m463,m441,1,au taux de 3% (base),
lu_tax_code_template_b_AP-EC-3,lu_tax_code_template_m441,b_AP-EC-3,1,Base - Achat Prestations 3% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-3,lu_tax_code_template_m441,b_FP-EC-3,1,Base - Prestations 3% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-3,lu_tax_code_template_m441,b_IP-EC-3,1,Base - Investissement Prestations 3% - Extracommunautaire,
lu_tax_code_template_m445,lu_tax_code_template_m463,m445,1,exonérées (base),
lu_tax_code_template_b_AP-EC-0,lu_tax_code_template_m445,b_AP-EC-0,1,Base - Achat Prestations 0% - Extracommunautaire,
lu_tax_code_template_b_FP-EC-0,lu_tax_code_template_m445,b_FP-EC-0,1,Base - Prestations 0% - Extracommunautaire,
lu_tax_code_template_b_IP-EC-0,lu_tax_code_template_m445,b_IP-EC-0,1,Base - Investissement Prestations 0% - Extracommunautaire,
lu_tax_code_template_m765,lu_tax_code_template_m409,m765,1,II.E.3 effecutées au déclarant par des asujettis établis à l'intérieur du pays,
lu_tax_code_template_m761,lu_tax_code_template_m765,m761,1,au taux de 17% (base),
lu_tax_code_template_m420,lu_tax_code_template_m765,m420,1,au taux de 15% (base),
lu_tax_code_template_m767,lu_tax_code_template_II_base,m767,1,II.F. Livraisons de biens à déclarer par l'acquéreur redevable de la taxe,
lu_tax_code_template_m763,lu_tax_code_template_m767,m763,1,au taux de 8% (base),
lu_tax_code_template_m222,lu_tax_code_template_m767,m222,1,au taux de 6% (base),
lu_tax_code_template_II_tax,lu_tax_code_template_IV_A,m_II_tax,1,II. CALCUL DE LA TAXE DUE (taxe en aval) – Taxe,
lu_tax_code_template_m076,lu_tax_code_template_II_tax,m076,1,II.H. Total de la taxe en aval,
lu_tax_code_template_m046,lu_tax_code_template_m076,m046,1,II.A. Ventilation du chiffre d'affaire imposable,
lu_tax_code_template_m702,lu_tax_code_template_m046,m702,1,au taux de 17% (taxe),
lu_tax_code_template_t_VB-PA-17,lu_tax_code_template_m702,t_VB-PA-17,1,Taxe - Vente Biens 17% - Pays,
lu_tax_code_template_t_VP-PA-17,lu_tax_code_template_m702,t_VP-PA-17,1,Taxe - Vente Prestations 17% - Pays,
lu_tax_code_template_m038,lu_tax_code_template_m046,m038,1,au taux de 15% (taxe),
lu_tax_code_template_t_VB-PA-15,lu_tax_code_template_m038,t_VB-PA-15,1,Taxe - Vente Biens 15% - Pays,
lu_tax_code_template_t_VP-PA-15,lu_tax_code_template_m038,t_VP-PA-15,1,Taxe - Vente Prestations 15% - Pays,
lu_tax_code_template_m704,lu_tax_code_template_m046,m704,1,au taux de 14% (taxe),
lu_tax_code_template_t_VB-PA-14,lu_tax_code_template_m704,t_VB-PA-14,1,Taxe - Vente Biens 14% - Pays,
lu_tax_code_template_t_VP-PA-14,lu_tax_code_template_m704,t_VP-PA-14,1,Taxe - Vente Prestations 14% - Pays,
lu_tax_code_template_m041,lu_tax_code_template_m046,m041,1,au taux de 12% (taxe),
lu_tax_code_template_t_VB-PA-12,lu_tax_code_template_m041,t_VB-PA-12,1,Taxe - Vente Biens 12% - Pays,
lu_tax_code_template_t_VP-PA-12,lu_tax_code_template_m041,t_VP-PA-12,1,Taxe - Vente Prestations 12% - Pays,
lu_tax_code_template_m706,lu_tax_code_template_m046,m706,1,au taux de 8% (taxe),
lu_tax_code_template_t_VB-PA-8,lu_tax_code_template_m706,t_VB-PA-8,1,Taxe - Vente Biens 8% - Pays,
lu_tax_code_template_t_VP-PA-8,lu_tax_code_template_m706,t_VP-PA-8,1,Taxe - Vente Prestations 8% - Pays,
lu_tax_code_template_m039,lu_tax_code_template_m046,m039,1,au taux de 6% (taxe),
lu_tax_code_template_t_VB-PA-6,lu_tax_code_template_m039,t_VB-PA-6,1,Taxe - Vente Biens 6% - Pays,
lu_tax_code_template_t_VP-PA-6,lu_tax_code_template_m039,t_VP-PA-6,1,Taxe - Vente Prestations 6% - Pays,
lu_tax_code_template_m040,lu_tax_code_template_m046,m040,1,au taux de 3% (taxe),
lu_tax_code_template_t_VB-PA-3,lu_tax_code_template_m040,t_VB-PA-3,1,Taxe - Vente Biens 3% - Pays,
lu_tax_code_template_t_VP-PA-3,lu_tax_code_template_m040,t_VP-PA-3,1,Taxe - Vente Prestations 3% - Pays,
lu_tax_code_template_m042,lu_tax_code_template_m046,m042,1,au taux de 0% (taxe),
lu_tax_code_template_t_VB-PA-0,lu_tax_code_template_m042,t_VB-PA-0,1,Taxe- Vente Biens 0% - Pays,
lu_tax_code_template_t_VP-PA-0,lu_tax_code_template_m042,t_VP-PA-0,1,Taxe- Vente Prestations 0% - Pays,
lu_tax_code_template_m056,lu_tax_code_template_m076,m056,1,II.B. Acquisitions intracommunautaires de biens,
lu_tax_code_template_m712,lu_tax_code_template_m056,m712,1,au taux de 17% (taxe),
lu_tax_code_template_t_AB-IC-17,lu_tax_code_template_m712,t_AB-IC-17,1,Taxe - Achat Biens 17% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-17,lu_tax_code_template_m712,t_FB-IC-17,1,Taxe - Frais Biens 17% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-17,lu_tax_code_template_m712,t_IB-IC-17,1,Taxe - Investissement Biens 17% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-17,lu_tax_code_template_m712,t_AB-TR-17,1,Taxe - Achat Biens 17% - Triangulaire,
lu_tax_code_template_m052,lu_tax_code_template_m056,m052,1,au taux de 15% (taxe),
lu_tax_code_template_t_AB-IC-15,lu_tax_code_template_m052,t_AB-IC-15,1,Taxe - Achat Biens 15% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-15,lu_tax_code_template_m052,t_FB-IC-15,1,Taxe - Frais Biens 15% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-15,lu_tax_code_template_m052,t_IB-IC-15,1,Taxe - Investissement Biens 15% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-15,lu_tax_code_template_m052,t_AB-TR-15,1,Taxe - Achat Biens 15% - Triangulaire,
lu_tax_code_template_m714,lu_tax_code_template_m056,m714,1,au taux de 14% (taxe),
lu_tax_code_template_t_AB-IC-14,lu_tax_code_template_m714,t_AB-IC-14,1,Taxe - Achat Biens 14% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-14,lu_tax_code_template_m714,t_FB-IC-14,1,Taxe - Frais Biens 14% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-14,lu_tax_code_template_m714,t_IB-IC-14,1,Taxe - Investissement Biens 14% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-14,lu_tax_code_template_m714,t_AB-TR-14,1,Taxe - Achat Biens 14% - Triangulaire,
lu_tax_code_template_m055,lu_tax_code_template_m056,m055,1,au taux de 12% (taxe),
lu_tax_code_template_t_AB-IC-12,lu_tax_code_template_m055,t_AB-IC-12,1,Taxe - Achat Biens 12% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-12,lu_tax_code_template_m055,t_FB-IC-12,1,Taxe - Frais Biens 12% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-12,lu_tax_code_template_m055,t_IB-IC-12,1,Taxe - Investissement Biens 12% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-12,lu_tax_code_template_m055,t_AB-TR-12,1,Taxe - Achat Biens 12% - Triangulaire,
lu_tax_code_template_m716,lu_tax_code_template_m056,m716,1,au taux de 8% (taxe),
lu_tax_code_template_t_AB-IC-8,lu_tax_code_template_m716,t_AB-IC-8,1,Taxe - Achat Biens 8% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-8,lu_tax_code_template_m716,t_FB-IC-8,1,Taxe - Frais Biens 8% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-8,lu_tax_code_template_m716,t_IB-IC-8,1,Taxe - Investissement Biens 8% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-8,lu_tax_code_template_m716,t_AB-TR-8,1,Taxe - Achat Biens 8% - Triangulaire,
lu_tax_code_template_m053,lu_tax_code_template_m056,m053,1,au taux de 6% (taxe),
lu_tax_code_template_t_AB-IC-6,lu_tax_code_template_m053,t_AB-IC-6,1,Taxe - Achat Biens 6% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-6,lu_tax_code_template_m053,t_FB-IC-6,1,Taxe - Frais Biens 6% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-6,lu_tax_code_template_m053,t_IB-IC-6,1,Taxe - Investissement Biens 6% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-6,lu_tax_code_template_m053,t_AB-TR-6,1,Taxe - Achat Biens 6% - Triangulaire,
lu_tax_code_template_m054,lu_tax_code_template_m056,m054,1,au taux de 3% (taxe),
lu_tax_code_template_t_AB-IC-3,lu_tax_code_template_m054,t_AB-IC-3,1,Taxe - Achat Biens 3% - Intracommunautaire,
lu_tax_code_template_t_FB-IC-3,lu_tax_code_template_m054,t_FB-IC-3,1,Taxe - Frais Biens 3% - Intracommunautaire,
lu_tax_code_template_t_IB-IC-3,lu_tax_code_template_m054,t_IB-IC-3,1,Taxe - Investissement Biens 3% - Intracommunautaire,
lu_tax_code_template_t_AB-TR-3,lu_tax_code_template_m054,t_AB-TR-3,1,Taxe - Achat Biens 3% - Triangulaire,
lu_tax_code_template_m407,lu_tax_code_template_m076,m407,1,II.D. Importations de biens,
lu_tax_code_template_II_D_1_tax,lu_tax_code_template_m407,m_II_D_1_tax,1,II.D.1. à des fins de l'entreprise,
lu_tax_code_template_m722,lu_tax_code_template_II_D_1_tax,m722,1,au taux de 17% (taxe),
lu_tax_code_template_t_AB-EC-17,lu_tax_code_template_m722,t_AB-EC-17,1,Taxe - Achat Biens 17% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-17,lu_tax_code_template_m722,t_FB-EC-17,1,Taxe - Frais Biens 17% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-17,lu_tax_code_template_m722,t_IB-EC-17,1,Taxe - Investissement Biens 17% - Extracommunautaire,
lu_tax_code_template_m066,lu_tax_code_template_II_D_1_tax,m066,1,au taux de 15% (taxe),
lu_tax_code_template_t_AB-EC-15,lu_tax_code_template_m066,t_AB-EC-15,1,Taxe - Achat Biens 15% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-15,lu_tax_code_template_m066,t_FB-EC-15,1,Taxe - Frais Biens 15% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-15,lu_tax_code_template_m066,t_IB-EC-15,1,Taxe - Investissement Biens 15% - Extracommunautaire,
lu_tax_code_template_m724,lu_tax_code_template_II_D_1_tax,m724,1,au taux de 14% (taxe),
lu_tax_code_template_t_AB-EC-14,lu_tax_code_template_m724,t_AB-EC-14,1,Taxe - Achat Biens 14% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-14,lu_tax_code_template_m724,t_FB-EC-14,1,Taxe - Frais Biens 14% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-14,lu_tax_code_template_m724,t_IB-EC-14,1,Taxe - Investissement Biens 14% - Extracommunautaire,
lu_tax_code_template_m069,lu_tax_code_template_II_D_1_tax,m069,1,au taux de 12% (taxe),
lu_tax_code_template_t_AB-EC-12,lu_tax_code_template_m069,t_AB-EC-12,1,Taxe - Achat Biens 12% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-12,lu_tax_code_template_m069,t_FB-EC-12,1,Taxe - Frais Biens 12% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-12,lu_tax_code_template_m069,t_IB-EC-12,1,Taxe - Investissement Biens 12% - Extracommunautaire,
lu_tax_code_template_m726,lu_tax_code_template_II_D_1_tax,m726,1,au taux de 8% (taxe),
lu_tax_code_template_t_AB-EC-8,lu_tax_code_template_m726,t_AB-EC-8,1,Taxe - Achat Biens 8% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-8,lu_tax_code_template_m726,t_FB-EC-8,1,Taxe - Frais Biens 8% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-8,lu_tax_code_template_m726,t_IB-EC-8,1,Taxe - Investissement Biens 8% - Extracommunautaire,
lu_tax_code_template_m067,lu_tax_code_template_II_D_1_tax,m067,1,au taux de 6% (taxe),
lu_tax_code_template_t_AB-EC-6,lu_tax_code_template_m067,t_AB-EC-6,1,Taxe - Achat Biens 6% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-6,lu_tax_code_template_m067,t_FB-EC-6,1,Taxe - Frais Biens 6% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-6,lu_tax_code_template_m067,t_IB-EC-6,1,Taxe - Investissement Biens 6% - Extracommunautaire,
lu_tax_code_template_m068,lu_tax_code_template_II_D_1_tax,m068,1,au taux de 3% (taxe),
lu_tax_code_template_t_AB-EC-3,lu_tax_code_template_m068,t_AB-EC-3,1,Taxe - Achat Biens 3% - Extracommunautaire,
lu_tax_code_template_t_FB-EC-3,lu_tax_code_template_m068,t_FB-EC-3,1,Taxe - Frais Biens 3% - Extracommunautaire,
lu_tax_code_template_t_IB-EC-3,lu_tax_code_template_m068,t_IB-EC-3,1,Taxe - Investissement Biens 3% - Extracommunautaire,
lu_tax_code_template_II_D_2_tax,lu_tax_code_template_m407,m_II_D_2_tax,1,II.D.2. à des fins étrangères à l'entreprise,
lu_tax_code_template_m732,lu_tax_code_template_II_D_2_tax,m732,1,au taux de 17% (taxe),
lu_tax_code_template_m071,lu_tax_code_template_II_D_2_tax,m071,1,au taux de 15% (taxe),
lu_tax_code_template_m734,lu_tax_code_template_II_D_2_tax,m734,1,au taux de 14% (taxe),
lu_tax_code_template_m736,lu_tax_code_template_II_D_2_tax,m736,1,au taux de 8% (taxe),
lu_tax_code_template_m072,lu_tax_code_template_II_D_2_tax,m072,1,au taux de 6% (taxe),
lu_tax_code_template_m073,lu_tax_code_template_II_D_2_tax,m073,1,au taux de 3% (taxe),
lu_tax_code_template_m074,lu_tax_code_template_II_D_2_tax,m074,1,au taux de 12% (taxe),
lu_tax_code_template_m410,lu_tax_code_template_m076,m410,1,II.E. Prestations de services à déclarer par le preneur redevable de la taxe,
lu_tax_code_template_m_II_E_1_tax,lu_tax_code_template_m410,m_II_E_1_tax,1,II.E.1. effectuées au déclarant par des assujettis établis ou ayant leur domicile dans un autre Etat membre de la Communauté,
lu_tax_code_template_m462,lu_tax_code_template_m_II_E_1_tax,m462,1,II.E.1.a non exonérées à l'intérieur du pays,
lu_tax_code_template_m742,lu_tax_code_template_m462,m742,1,au taux de 17% (taxe),
lu_tax_code_template_t_AP-IC-17,lu_tax_code_template_m742,t_AP-IC-17,1,Taxe - Achat Prestations 17% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-17,lu_tax_code_template_m742,t_FP-IC-17,1,Taxe - Frais Prestations 17% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-17,lu_tax_code_template_m742,t_IP-IC-17,1,Taxe - Investissement Prestations 17% - Intracommunautaire,
lu_tax_code_template_m428,lu_tax_code_template_m462,m428,1,au taux de 15% (taxe),
lu_tax_code_template_t_AP-IC-15,lu_tax_code_template_m428,t_AP-IC-15,1,Taxe - Achat Prestations 15% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-15,lu_tax_code_template_m428,t_FP-IC-15,1,Taxe - Frais Prestations 15% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-15,lu_tax_code_template_m428,t_IP-IC-15,1,Taxe - Investissement Prestations 15% - Intracommunautaire,
lu_tax_code_template_m744,lu_tax_code_template_m462,m744,1,au taux de 14% (taxe),
lu_tax_code_template_t_AP-IC-14,lu_tax_code_template_m744,t_AP-IC-14,1,Taxe - Achat Prestations 14% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-14,lu_tax_code_template_m744,t_FP-IC-14,1,Taxe - Frais Prestations 14% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-14,lu_tax_code_template_m744,t_IP-IC-14,1,Taxe - Investissement Prestations 14% - Intracommunautaire,
lu_tax_code_template_m434,lu_tax_code_template_m462,m434,1,au taux de 12% (taxe),
lu_tax_code_template_t_AP-IC-12,lu_tax_code_template_m434,t_AP-IC-12,1,Taxe - Achat Prestations 12% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-12,lu_tax_code_template_m434,t_FP-IC-12,1,Taxe - Frais Prestations 12% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-12,lu_tax_code_template_m434,t_IP-IC-12,1,Taxe - Investissement Prestations 12% - Intracommunautaire,
lu_tax_code_template_m746,lu_tax_code_template_m462,m746,1,au taux de 8% (taxe),
lu_tax_code_template_t_AP-IC-8,lu_tax_code_template_m746,t_AP-IC-8,1,Taxe - Achat Prestations 8% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-8,lu_tax_code_template_m746,t_FP-IC-8,1,Taxe - Frais Prestations 8% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-8,lu_tax_code_template_m746,t_IP-IC-8,1,Taxe - Investissement Prestations 8% - Intracommunautaire,
lu_tax_code_template_m430,lu_tax_code_template_m462,m430,1,au taux de 6% (taxe),
lu_tax_code_template_t_AP-IC-6,lu_tax_code_template_m430,t_AP-IC-6,1,Taxe - Achat Prestations 6% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-6,lu_tax_code_template_m430,t_FP-IC-6,1,Taxe - Frais Prestations 6% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-6,lu_tax_code_template_m430,t_IP-IC-6,1,Taxe - Investissement Prestations 6% - Intracommunautaire,
lu_tax_code_template_m432,lu_tax_code_template_m462,m432,1,au taux de 3% (taxe),
lu_tax_code_template_t_AP-IC-3,lu_tax_code_template_m432,t_AP-IC-3,1,Taxe - Achat Prestations 3% - Intracommunautaire,
lu_tax_code_template_t_FP-IC-3,lu_tax_code_template_m432,t_FP-IC-3,1,Taxe - Frais Prestations 3% - Intracommunautaire,
lu_tax_code_template_t_IP-IC-3,lu_tax_code_template_m432,t_IP-IC-3,1,Taxe - Investissement Prestations 3% - Intracommunautaire,
lu_tax_code_template_m464,lu_tax_code_template_m410,m464,1,II.E.2 effectuées au déclarant par des assujettis établis ou ayant leur domicile en dehors de la Communauté,
lu_tax_code_template_m752,lu_tax_code_template_m464,m752,1,au taux de 17% (taxe),
lu_tax_code_template_t_AP-EC-17,lu_tax_code_template_m752,t_AP-EC-17,1,Taxe - Achat Prestations 17% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-17,lu_tax_code_template_m752,t_FP-EC-17,1,Taxe - Prestations 17% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-17,lu_tax_code_template_m752,t_IP-EC-17,1,Taxe - Investissement Prestations 17% - Extracommunautaire,
lu_tax_code_template_m438,lu_tax_code_template_m464,m438,1,au taux de 15% (taxe),
lu_tax_code_template_t_AP-EC-15,lu_tax_code_template_m438,t_AP-EC-15,1,Taxe - Achat Prestations 15% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-15,lu_tax_code_template_m438,t_FP-EC-15,1,Taxe - Prestations 15% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-15,lu_tax_code_template_m438,t_IP-EC-15,1,Taxe - Investissement Prestations 15% - Extracommunautaire,
lu_tax_code_template_m754,lu_tax_code_template_m464,m754,1,au taux de 14% (taxe),
lu_tax_code_template_t_AP-EC-14,lu_tax_code_template_m754,t_AP-EC-14,1,Taxe - Achat Prestations 14% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-14,lu_tax_code_template_m754,t_FP-EC-14,1,Taxe - Prestations 14% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-14,lu_tax_code_template_m754,t_IP-EC-14,1,Taxe - Investissement Prestations 14% - Extracommunautaire,
lu_tax_code_template_m444,lu_tax_code_template_m464,m444,1,au taux de 12% (taxe),
lu_tax_code_template_t_AP-EC-12,lu_tax_code_template_m444,t_AP-EC-12,1,Taxe - Achat Prestations 12% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-12,lu_tax_code_template_m444,t_FP-EC-12,1,Taxe - Prestations 12% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-12,lu_tax_code_template_m444,t_IP-EC-12,1,Taxe - Investissement Prestations 12% - Extracommunautaire,
lu_tax_code_template_m756,lu_tax_code_template_m464,m756,1,au taux de 8% (taxe),
lu_tax_code_template_t_AP-EC-8,lu_tax_code_template_m756,t_AP-EC-8,1,Taxe - Achat Prestations 8% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-8,lu_tax_code_template_m756,t_FP-EC-8,1,Taxe - Prestations 8% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-8,lu_tax_code_template_m756,t_IP-EC-8,1,Taxe - Investissement Prestations 8% - Extracommunautaire,
lu_tax_code_template_m440,lu_tax_code_template_m464,m440,1,au taux de 6% (taxe),
lu_tax_code_template_t_AP-EC-6,lu_tax_code_template_m440,t_AP-EC-6,1,Taxe - Achat Prestations 6% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-6,lu_tax_code_template_m440,t_FP-EC-6,1,Taxe - Prestations 6% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-6,lu_tax_code_template_m440,t_IP-EC-6,1,Taxe - Investissement Prestations 6% - Extracommunautaire,
lu_tax_code_template_m442,lu_tax_code_template_m464,m442,1,au taux de 3% (taxe),
lu_tax_code_template_t_AP-EC-3,lu_tax_code_template_m442,t_AP-EC-3,1,Taxe - Achat Prestations 3% - Extracommunautaire,
lu_tax_code_template_t_FP-EC-3,lu_tax_code_template_m442,t_FP-EC-3,1,Taxe - Prestations 3% - Extracommunautaire,
lu_tax_code_template_t_IP-EC-3,lu_tax_code_template_m442,t_IP-EC-3,1,Taxe - Investissement Prestations 3% - Extracommunautaire,
lu_tax_code_template_m766,lu_tax_code_template_m410,m766,1,II.E.3 effecutées au déclarant par des asujettis établis à l'intérieur du pays,
lu_tax_code_template_m762,lu_tax_code_template_m766,m762,1,au taux de 17% (taxe),
lu_tax_code_template_m421,lu_tax_code_template_m766,m421,1,au taux de 15% (taxe),
lu_tax_code_template_m768,lu_tax_code_template_m076,m768,1,II.F. Livraisons de biens à déclarer par l'acquéreur redevable de la taxe,
lu_tax_code_template_m764,lu_tax_code_template_m768,m764,1,au taux de 8% (taxe),
lu_tax_code_template_m223,lu_tax_code_template_m768,m223,1,au taux de 6% (taxe),
lu_tax_code_template_m227,lu_tax_code_template_m076,m227,1,"II.G. Régime particulier suspensif : régularisation (art.60bis, par. 5 et 8)",
lu_tax_code_template_m_III,lu_tax_code_template_IV_B,m_III,1,III. CALCUL DE LA TAXE DEDUCTIBLE (taxe en amont),
lu_tax_code_template_m102,lu_tax_code_template_m_III,m102,1,III.C. Total de la taxe en amont déductible,
lu_tax_code_template_m093,lu_tax_code_template_m102,m093,1,III.A. Total de la taxe en amont,
lu_tax_code_template_m458,lu_tax_code_template_m093,m458,1,III.A.1. Achats de biens et de services à l'intérieur du pays (art.48/1/a),
lu_tax_code_template_t_AB-PA-17,lu_tax_code_template_m458,t_AB-PA-17,1,Taxe - Achat Biens 17% - Pays,
lu_tax_code_template_t_AB-PA-15,lu_tax_code_template_m458,t_AB-PA-15,1,Taxe - Achat Biens 15% - Pays,
lu_tax_code_template_t_AB-PA-14,lu_tax_code_template_m458,t_AB-PA-14,1,Taxe - Achat Biens 14% - Pays,
lu_tax_code_template_t_AB-PA-12,lu_tax_code_template_m458,t_AB-PA-12,1,Taxe - Achat Biens 12% - Pays,
lu_tax_code_template_t_AB-PA-10,lu_tax_code_template_m458,t_AB-PA-10,1,Taxe - Achat Biens 10% - Pays,
lu_tax_code_template_t_AB-PA-9,lu_tax_code_template_m458,t_AB-PA-9,1,Taxe - Achat Biens 9% - Pays,
lu_tax_code_template_t_AB-PA-8,lu_tax_code_template_m458,t_AB-PA-8,1,Taxe - Achat Biens 8% - Pays,
lu_tax_code_template_t_AB-PA-6,lu_tax_code_template_m458,t_AB-PA-6,1,Taxe - Achat Biens 6% - Pays,
lu_tax_code_template_t_AB-PA-4,lu_tax_code_template_m458,t_AB-PA-4,1,Taxe - Achat Biens 4% - Pays,
lu_tax_code_template_t_AB-PA-3,lu_tax_code_template_m458,t_AB-PA-3,1,Taxe - Achat Biens 3% - Pays,
lu_tax_code_template_t_AB-PA-0,lu_tax_code_template_m458,t_AB-PA-0,1,Taxe - Achat Biens 0% - Pays,
lu_tax_code_template_t_FB-PA-17,lu_tax_code_template_m458,t_FB-PA-17,1,Taxe - Frais Biens 17% - Pays,
lu_tax_code_template_t_FB-PA-15,lu_tax_code_template_m458,t_FB-PA-15,1,Taxe - Frais Biens 15% - Pays,
lu_tax_code_template_t_FB-PA-14,lu_tax_code_template_m458,t_FB-PA-14,1,Taxe - Frais Biens 14% - Pays,
lu_tax_code_template_t_FB-PA-12,lu_tax_code_template_m458,t_FB-PA-12,1,Taxe - Frais Biens 12% - Pays,
lu_tax_code_template_t_FB-PA-8,lu_tax_code_template_m458,t_FB-PA-8,1,Taxe - Frais Biens 8% - Pays,
lu_tax_code_template_t_FB-PA-6,lu_tax_code_template_m458,t_FB-PA-6,1,Taxe - Frais Biens 6% - Pays,
lu_tax_code_template_t_FB-PA-3,lu_tax_code_template_m458,t_FB-PA-3,1,Taxe - Frais Biens 3% - Pays,
