"id","name","code","account_type","note","chart_template_id/id","nocreate","reconcile"
"chartgr_57_03","Provisions for related entities","5703","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_58_00","Government grants","58","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_59_00","Deferred tax liability","59","asset_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_60_00","Employee compensation","60","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_60_01","Gross employee remuneration","6001","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_60_02","Employer's social security contributions","6002","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_60_03","Other compensation","6003","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_60_04","Provision for post-employment benefits","6004","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_60_05","Employee compensation – related entities","6005","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_00","Losses from measurement of assets","61","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_01","Impairment - tangible fixed assets (other than biological)","6101","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_02","Impairment – biological assets","6102","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_03","Impairment – intangible assets","6103","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_04","Impairment – inventory","6104","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05","Impairment – financial assets","6105","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05_01","Impairment of accounts receivable","610501","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05_02","Impairment of notes receivable","610502","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05_03","Impairment of held to maturity financial instruments","610503","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05_04","Impairment of investments in subsidiaries","610504","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05_05","Impairment of investments in associates","610505","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_05_06","Impairment of investments in joint ventures","610506","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_06","Impairment of other assets","6106","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_07","Losses from fair value measurement","6107","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_07_01","Fair value losses – tangible assets","610701","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_07_02","Fair value losses – biological assets","610702","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_61_07_03","Fair value losses – financial assets","610703","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_00","Foreign exchange differences – expense","62","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_01","Foreign exchange differences on settlement of accounts","6201","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_01_01","Foreign exchange differences on settlement of trade receivables and payable","620101","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_01_02","Foreign exchange differences on settlement of loans","620102","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_01_03","Foreign exchange differences on settlement of other balance sheet items","620103","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_02","Foreign exchange differences from measurement","6202","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_02_01","Foreign exchange differences from measurement of trade receivables and payable","620201","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_02_02","Foreign exchange differences measurement of loans","620202","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_62_02_03","Foreign exchange differences measurement of other balance sheet items","620203","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_63_00","Losses on disposal or retirement of non-current assets","63","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_63_01","Losses from the disposal or retirement of tangible assets","6301","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_63_02","Losses from the disposal or retirement of intangible assets","6302","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_63_03","Losses from the disposal or retirement of financial assets","6303","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_63_04","Losses from the disposal or retirement of assets to related entities","6304","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_00","Other operating expenses","64","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_01","Fees for services","6401","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_01_01","Fees for services to non-related entities.","640101","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_01_02","Fees for services to related entities","640102","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_02","Energy","6402","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_03","Water","6403","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_04","Telecommunications","6404","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_05","Rents","6405","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_05_01","Rents to non-related entities","640501","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_05_02","Rents to related entities","640502","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_06","Insurance","6406","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_07","Transportation","6407","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_08","Consumables","6408","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_09","Repairs and maintenance","6409","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_10","Advertising","6410","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_11","Taxes and levies (other than income tax)","6411","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_12","Other expenses","6412","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_64_13","Various expenses – related entities","6413","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_65_00","Financial expenses","65","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_65_01","Interest expense – bank loans","6501","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_65_02","Interest expense –loans from related parties","6502","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_65_03","Interest expense – other loans","6503","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_65_04","Interest expense – liabilities and provisions","6504","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_65_05","Other financial expenses","6505","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_00","Depreciation","66","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_01","Depreciation of depreciable land improvements","6601","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_02","Depreciation of buildings and physical infrastructure","6602","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_03","Depreciation of machinery","6603","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_04","Depreciation of transportation equipment","6604","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_05","Depreciation of other equipment","6605","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_06","Depreciation of investment property","6606","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_07","Depreciation of biological fixed assets","6607","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_66_08","Amortization","6608","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_67_00","Extraordinary expenses, losses and fines","67","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_67_01","Losses from physical disasters","6701","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_67_02","Losses from other disasters","6702","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_67_03","Other extraordinary expenses and losses","6703","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_67_04","Fines and penalties","6704","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_67_05","Extraordinary expenses and losses – related entities","6705","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_00","Provisions","68","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_01","Provision-expense for judicial expenses","6801","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_02","Provision-expense for guarantees granted","6802","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_03","Provision-expense for environmental restoration","6803","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_04","Provision-expense for tax audit surcharges, other than income tax","6804","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_05","Other provisions","6805","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_68_06","Provisions for related entities","6806","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_69_00","Income tax expense","69","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_69_01","Current period tax expense","6901","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_69_02","Deferred tax expense","6902","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_69_03","Provisions for income tax audit surcharges","6903","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_00","Sale of goods and services","70","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_01","Sales of merchandise (net) – non-related entities","7001","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_01_01","Gross sales – non-related entities","700101","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_01_02","Returns – non-related entities","700102","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_01_03","Discounts and allowances – non-related entities","700103","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_02","Sales of merchandise (net) – related entities","7002","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_02_01","Gross sales – related entities","700201","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_02_02","Returns – related entities","700202","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_02_03","Discounts and allowances – related entities","700203","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_03","Sales of finished goods and work in progress (net) – non-related entities","7003","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_03_01","Sales of finished goods and work in progress – non-related entities","700301","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_03_02","Returns – non-related entities","700302","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_03_03","Discounts and allowances – non-related entities","700303","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_04","Sales of finished goods and work in progress (net) –related entities","7004","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_04_01","Sales of finished goods and work in progress –related entities","700401","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_04_02","Returns –related entities","700402","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_04_03","Discounts and allowances –related entities","700403","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_05","Sales of other inventory (net) – non-related entities","7005","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_05_01","Gross sales – non-related entities","700501","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_05_02","Returns – non-related entities","700502","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_05_03","Discounts and allowances – non-related entities","700503","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_06","Sales of other inventory (net) – related entities","7006","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_06_01","Gross sales – related entities","700601","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_06_02","Returns – related entities","700602","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_06_03","Discounts and allowances – related entities","700603","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_07","Sales of services (net) – non-related entities","7007","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_07_01","Gross sales – non-related entities","700701","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_07_02","Returns – non-related entities","700702","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_07_03","Discounts and allowances – non-related entities","700703","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_08","Sales of services (net) – related entities","7008","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_08_01","Gross sales – related entities","700801","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_08_02","Returns – related entities","700802","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_70_08_03","Discounts and allowances – related entities","700803","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_71_00","Other ordinary revenue","71","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_71_01","Amortization of government grants for fixed assets","7101","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_71_02","Government grants for interest expenses","7102","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_71_03","Government grants for other expenses","7103","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_71_04","Other revenue","7104","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_71_05","Other revenue from related entities","7105","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_72_00","Interest revenue","72","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_72_01","Interest revenue on sales","7201","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_72_02","Interest revenue from loans and other receivables","7202","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_72_03","Interest revenue from related entities","7203","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_72_04","Interest revenue from other investments","7204","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_00","Foreign exchange differences – gains","73","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_01","Foreign exchange differences on settlement of accounts","7301","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_01_01","Foreign exchange differences on settlement of trade receivables and payable","730101","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_01_02","Foreign exchange differences on settlement of loans","730102","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_01_03","Foreign exchange differences on settlement of other balance sheet items","730103","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_02","Foreign exchange differences from measurement","7302","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_02_01","Foreign exchange differences from measurement of trade receivables and payable","730201","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_02_02","Foreign exchange differences measurement of loans","730202","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_73_02_03","Foreign exchange differences measurement of other balance sheet items","730203","income_other","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_74_00","Dividends and similar revenue","74","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_74_01","Dividends from associates","7401","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_74_02","Dividends from subsidiaries","7402","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_74_03","Dividends from joint ventures","7403","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_74_04","Dividends from other participating interests","7404","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_75_00","Gains from the disposal of non-current assets","75","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_75_01","Gains from the disposal of tangible fixed assets","7501","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_75_02","Gains from the disposal of intangible fixed assets","7502","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_75_03","Gains from the disposal of financial fixed assets","7503","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_75_04","Gains from the disposal of financial fixed assets to related entities","7504","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_00","Gains from reversal of provisions and impairment","76","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_01","Gains from reversal of provisions for judicial expenses","7601","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_02","Gains from reversal of provisions for guarantees given","7602","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_03","Gains from reversal of provisions for environmental restoration","7603","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_04","Gains from reversal of provisions for tax audit surcharges, other than income tax","7604","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_05","Gains from reversal of provisions for other expenses and risks","7605","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_06","Gains from reversal of impairment - tangible assets other than biological","7606","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_07","Gains from reversal of impairment – biological assets","7607","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_08","Gains from reversal of impairment – intangible assets","7608","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_09","Gains from reversal of impairment – inventory","7609","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10","Gains from reversal of impairment – financial assets","7610","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10_01","Gains from reversal of impairment – accounts receivable","761001","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10_02","Gains from reversal of impairment – notes receivable","761002","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10_03","Gains from reversal of impairment – held to maturity investments","761003","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10_04","Gains from reversal of impairment – investments in subsidiaries","761004","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10_05","Gains from reversal of impairment – investments in associates","761005","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_10_06","Gains from reversal of impairment – investments in joint ventures","761006","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_76_11","Gains from reversal of impairment – other assets","7611","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_77_00","Gains from fair value measurement","77","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_77_01","Gains from fair value measurement – tangible assets","7701","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_77_02","Gains from fair value measurement – biological assets","7702","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_77_03","Gains from fair value measurement – financial assets","7703","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_78_00","Income tax revenue","78","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_78_01","Current period tax revenue","7801","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_78_02","Deferred tax revenue","7802","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_78_03","Gains from the reversal of provisions for income tax audit surcharges","7803","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_79_00","Extraordinary revenue and gains","79","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_79_01","Extraordinary revenue and gains from non-related entities","7901","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_79_02","Extraordinary revenue and gains from related entities","7902","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_79_03","Gain from bargain purchase of a business","7903","income","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_80_00","Expenses charged to self-constructed assets","80","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_80_01","Employee compensation","8001","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_80_02","Depreciation","8002","expense_depreciation","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_80_03","Other operating expenses","8003","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_80_04","Financial expenses","8004","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_80_05","Provisions","8005","expense","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_81_00","Liaison accounts with branches","81","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_81_01","Debit liaison accounts with branches","8101","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_81_02","Credit liaison accounts with branches","8102","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_82_00","Net income (loss) for the period","82","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_82_01","Accumulation of all revenue, expenses, gains and losses","8201","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_82_02","Net income after tax for the period","8202","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
"chartgr_82_03","Net loss after tax for the period","8203","liability_current","","l10n_gr.l10n_gr_chart_template","False","False"
